company,year,sentMails,receivedMails,RelationshipQuotient
24horas.com,2002,\N,1,0
24x7recruiting.com,2001,\N,1,0
263.net,2001,\N,1,0
281.com,2001,2,\N,0
2advanced.com,2001,1,\N,0
2die4.com,2001,\N,1,0
2way.net,2001,\N,1,0
37.com,2002,\N,1,0
371.net,2001,\N,1,0
371.net,2002,\N,3,0
41club.redcarnationhotels.com,2001,\N,7,0
4tsmms1.skadden.com,2002,\N,1,0
4vendor.net,2001,\N,1,0
50cc-motorcycles.com,2001,1,\N,0
6access.com,2001,\N,1,0
6figurejobs.com,2001,\N,2,0
77002.com,2001,\N,5,0
7emails.cc,2001,\N,1,0
800-flowers.net,2000,\N,3,0
800-flowers.net,2001,\N,5,0
800.com,2001,\N,6,0
8848.net,2001,\N,4,0
a-closer-look.com,2001,\N,9,0
a-job.dk,2000,\N,1,0
a-klaws.com,2001,1,\N,0
a1.mediatrec.com,2002,\N,4,0
a1f3-tr1.4at3.net,2001,\N,6,0
a2.mediatrec.com,2002,\N,3,0
a2000.cl,2001,\N,1,0
a5.amateurgirlsempire.com,2002,\N,1,0
aacz.ch,2000,\N,1,0
aandellp.com,2000,8,\N,0
aba.com,2002,1,\N,0
abacustech.net,1999,\N,3,0
abacustech.net,2000,\N,27,0
abacustech.net,2001,\N,55,0
abacustech.net,2002,\N,1,0
abag.ca.gov,2000,8,\N,0
abbpge.com,2000,3,\N,0
abbyy.ru,2000,3,\N,0
abc.com,2000,8,\N,0
abc.com,2001,\N,2,0
abcny.org,2001,\N,2,0
abdi.com,2002,\N,1,0
abgmail.activeresearch.com,2000,\N,2,0
abifoundry.com,2001,2,\N,0
abigailkirsch.com,2001,\N,3,0
abilene.com,2001,3,\N,0
ablecon.no,2002,\N,1,0
ablist.about.com,2002,\N,1,0
abnamro.com,2000,2,\N,0
aboilerinc.com,2000,3,\N,0
about-cis.com,2001,\N,3,0
aboutdirect.com,2001,\N,1,0
aboutdirect.net,2001,\N,7,0
abrealty.com,2001,1,\N,0
absfm.com,2000,16,\N,0
absolute-net.com,2000,2,\N,0
ac.com,2001,58,\N,0
academicplanet.com,2001,\N,29,0
academy.com,2001,1,\N,0
academyofhealth.com,2000,20,\N,0
academyofhealth.com,2001,53,\N,0
accent-graphics.net,2001,\N,1,0
access1.net,2000,59,\N,0
accessin.com.au,2002,\N,1,0
accessus.net,2001,\N,19,0
acci.gr,2001,\N,1,0
accord01.comp.pge.com,2001,\N,13,0
accountemps.com,2001,\N,2,0
accountpros.com,2000,\N,3,0
accountpros.com,2002,1,\N,0
ace-ina.com,2000,4,\N,0
acec.org,2000,12,\N,0
aces.k12.ct.us,2002,\N,1,0
acex.com,1999,\N,2,0
acgrep.com,2000,2,\N,0
aclu-il.org,2002,\N,1,0
acmesoft.com,2000,2,\N,0
acmewidget.com,2001,2,\N,0
acml.com,2001,3,\N,0
acnenergy.com,2001,1,\N,0
acnpower.com,2000,3,\N,0
acom2.com,2000,5,\N,0
acop.com,2000,\N,3,0
acpub.duke.edu,2001,5,\N,0
acres.com,2000,4,\N,0
acteva.com,2000,\N,4,0
activate.net,2002,\N,1,0
activestate.com,2002,\N,1,0
acura.com,2001,\N,1,0
acurasouthwest.com,2000,3,\N,0
acy.sunint.com,2001,25,\N,0
adamswells.com,2002,\N,1,0
adcetera.com,2001,1,\N,0
adeccona.com,2001,3,\N,0
adesa.com,2002,\N,1,0
adgas.co.ae,2001,15,\N,0
adidasus.com,2000,8,\N,0
adidasus.com,2002,\N,1,0
adiproperties.com,2001,2,\N,0
adm.chtah.com,2001,\N,9,0
admin.dup.gwu.edu,2000,2,\N,0
admin4.hsc.tmc.edu,2001,1,\N,0
admis.com,2001,2,\N,0
admisi.com,2001,1,\N,0
admission.com,2001,\N,1,0
adnc.com,2000,4,\N,0
adnc.com,2002,\N,1,0
adolphus.com,2001,1,\N,0
adorama.com,2001,\N,2,0
adp.com,2002,\N,2,0
adp1.cbdr.com,1,\N,1,0
adp1.cbdr.com,2001,1,\N,0
adplaw.com,2000,10,\N,0
adplaw.com,2001,\N,2,0
adv-eng-ser-inc.com,2000,3,\N,0
adv.com,2001,2,\N,0
advanced-television.com,2001,\N,2,0
advancedergonomics.com,2001,2,\N,0
advent.com,2000,3,\N,0
adventis.com,2001,\N,12,0
advicebox.com,2002,\N,1,0
advlaser.com,2000,\N,8,0
advlaser.com,2001,\N,4,0
advocacy.com,2000,2,\N,0
advocation-inc.com,2001,\N,6,0
ae.ge.com,1979,4,\N,0
ae.ps.ge.com,2000,12,\N,0
ae.ps.ge.com,2001,4,\N,0
aec.ca,1999,\N,2,0
aeca.com,2000,4,\N,0
aecc.com,2001,2,\N,0
aedc.org,2000,6,\N,0
aegisww.com,1979,1,\N,0
aei.org,1999,6,\N,0
aemhmr.org,2002,\N,1,0
aeraenergy.com,2000,4,\N,0
aerienetworks.com,2001,3,\N,0
aerotek.com,2001,2,\N,0
aerovironment.com,2002,\N,1,0
aet.hersystems.com,2000,2,\N,0
aetna.com,2001,3,\N,0
aexp.com,2001,6,\N,0
afandpa.org,2001,\N,1,0
afcc.com,2000,4,\N,0
aflcio.org,2001,\N,2,0
afs.tamu.edu,2001,\N,1,0
aftonbladet.se,2001,\N,1,0
aga.org,2002,\N,1,0
agc.com,2000,\N,2,0
agchouston.org,2001,2,\N,0
agency.com,2000,5,\N,0
agency.com,2001,\N,1,0
agency.com,2002,\N,1,0
agfg.com,2002,\N,1,0
aggienetwork.com,2001,\N,4,0
agilent.com,2001,\N,6,0
aglet.org,2000,10,\N,0
aglife.com,2000,3,\N,0
agoramail.net,2001,\N,13,0
agroasemex.gob.mx,2001,1,\N,0
ahclaw.co,2001,2,\N,0
ahclaw.com,2001,4,\N,0
aicconf.com.au,2000,2,\N,0
aiglincoln.com,2000,2,\N,0
aiglincoln.com,2001,1,\N,0
aimfunds.com,2002,\N,2,0
aimmidwest.com,2002,\N,1,0
aimr.org,2001,\N,1,0
aimsolder.com,2002,\N,1,0
aircanada.ca,2001,\N,14,0
aircanada.ca,2002,\N,5,0
airmail.continental.com,2000,\N,44,0
airmail.continental.com,2001,\N,94,0
aja.com,2002,\N,1,0
ajc.com,2000,2,\N,0
ajg.com,2001,\N,1,0
akingump.com,1999,4,\N,0
akllp.com,1979,4,\N,0
aklp.com,2001,2,\N,0
aklw.com,2000,3,\N,0
akzonobel.com,2001,3,\N,0
al.com,2002,\N,1,0
ala.net,2000,8,\N,0
alan.comnes,2001,2,\N,0
alaskaair.com,2000,\N,39,0
alaskaair.com,2001,\N,42,0
albchem.com,2001,2,\N,0
albertson.edu,2002,\N,1,0
albrightpackaging.com,2001,\N,1,0
albriond.com,2000,3,\N,0
alcan.com,2001,1,\N,0
alcoa.com,1999,2,\N,0
alcoa.com,2000,2,\N,0
alec.org,2001,\N,3,0
alerts.equityalert.com,2001,\N,140,0
alerts.equityalert.com,2002,\N,20,0
alerts.equityalert.com.simbra.net,2001,\N,10,0
alerts.weather.com,2001,\N,18,0
alerts.weather.com,2002,\N,1,0
alexander-cleaver.com,2001,1,\N,0
alfers-carver.com,2001,4,\N,0
algorithmics.com,2000,3,\N,0
algorithmics.com,2002,\N,2,0
alibris.rsc01.com,2001,\N,1,0
alist0.starwave.com,2000,\N,8,0
alldirect.com,2001,\N,1,0
alleghaenyenergy.com,2001,2,\N,0
alleghaneyenergy.com,2001,2,\N,0
alleghenyenergy.com,2001,13,\N,0
alleghenyenergy.com,2002,\N,1,0
alleghenypower.com,2002,\N,5,0
allegrodevelopment.com,2001,2,\N,0
allenergy.com,2000,11,\N,0
allenovery.com,2001,2,\N,0
alles-finden.de,2001,\N,1,0
alliancepower.com,2001,1,\N,0
alliant-energy.com,2001,\N,3,0
alliant-energy.com,2002,1,\N,0
alliedsignal.com,1999,12,\N,0
alliedsignal.com,2000,6,\N,0
allmacintosh.infolink.com.br,2001,\N,1,0
allmort.com,2001,\N,1,0
allposters.com,2001,\N,1,0
allrecipes.com,2002,\N,1,0
allstate.com,2001,1,\N,0
alltel.com,2000,3,\N,0
alltel.net,2000,7,\N,0
almaden.ibm.com,2001,\N,1,0
aloha.net,2002,\N,1,0
alohablooms.com,2001,\N,1,0
alohablooms.com,2002,\N,2,0
alohastate.net,2001,1,\N,0
alohomora.de,2001,\N,1,0
alonusa.com,2001,1,\N,0
alpenimage.com,2002,\N,1,0
alsic.univ-fcomte.fr,2002,\N,1,0
altavista.com,2000,9,\N,0
altavista.com,2001,\N,2,0
altavista.com,2002,\N,2,0
altavista.se,2001,\N,1,0
altorfer.com,2001,3,\N,0
altosmgmt.com,2000,\N,3,0
altosmgmt.com,2001,8,\N,0
alturaenergy.com,2001,1,\N,0
alum.calberkeley.org,2002,\N,1,0
alum.darden.edu,2000,2,\N,0
alum.darden.edu,2001,2,\N,0
alumni.duke.edu,2001,2,\N,0
alumni.haas.org,2000,\N,2,0
alumni.ivey.uwo.ca,2000,6,\N,0
alumni.rice.edu,2001,\N,3,0
alumni.rice.edu,2002,1,\N,0
alumni.utexas.edu,2001,\N,15,0
alumni.utexas.net,2000,\N,3,0
alumni.utexas.net,2001,\N,2,0
alumniconnections.com,2001,\N,2,0
alvin.cc.tx.us,2001,2,\N,0
always.safemailtoyou.com,2001,\N,1,0
alwaystrue.net,2001,\N,1,0
amanet.org,2001,\N,3,0
amarillas.cl,2001,\N,1,0
amarillo.isd.tenet.edu,2001,1,\N,0
amat.com,2002,\N,1,0
amazon.com,1999,\N,7,0
amazon.com,2000,\N,126,0
amazon.com,2002,\N,40,0
amd.com,2001,2,\N,0
amel.fr,2000,4,\N,0
amerada.co.uk,2001,1,\N,0
ameramex.com,2001,\N,1,0
amerenenergy.com,2001,\N,7,0
amerex.com,2001,9,\N,0
amerexyenergy.com,2001,4,\N,0
america.hypovereinsbank.com,2001,\N,2,0
americanbranding.network60.com,2001,\N,10,0
americancentury.com,1999,2,\N,0
americancentury.com@enron.com>,1999,12,\N,0
americancentury.com@enron.com>,2000,2,\N,0
americas-us.intl.pwcglobal.com,2001,\N,3,0
americas.bnparibas.com,2000,4,\N,0
americas.bnpparibas.com,2002,\N,176,0
americawest.com,2001,\N,8,0
americawest.com,2002,\N,18,0
amerihealth.com,2000,3,\N,0
ameripol.com,2001,2,\N,0
ameritech.net,2002,\N,2,0
ameritrade.com,2000,\N,7,0
ameritrade.com,2001,\N,9,0
ameritrade.com,2002,\N,1,0
ameritrade.customer-email.com,2000,\N,3,0
ameritrade.customer-email.com,2001,\N,14,0
ameritrade.customer-email.com,2002,\N,1,0
amexoffers.com,2000,2,\N,0
amhms.com,2001,3,\N,0
amica.com,2001,2,\N,0
amiga-news.de,2001,\N,1,0
amlaw.com,2001,\N,1,0
amp161.hbs.edu,2001,\N,2,0
ampaminc.com,2001,2,\N,0
amplats.co.za,2001,1,\N,0
ampnet.co.za,2001,1,\N,0
amscsearch.com,2001,\N,1,0
amsterdampacific.com,2001,\N,1,0
amtexenterprises.com,2001,1,\N,0
anadarko.com,2000,2,\N,0
anadarko.com,2002,\N,1,0
anaheim.net,2000,2,\N,0
anaheim.net,2001,2,\N,0
analytic-solutions.com,2002,\N,1,0
anardarko.com,1999,6,\N,0
anchordesk.zdlists.com,2001,\N,20,0
andrew.cmu.edu,2002,\N,1,0
andrewagencies.com,2001,3,\N,0
andrews-kurth.com,1979,1,\N,0
andrews-kurth.com,1999,20,\N,0
andrews-kurth.com,2001,27,\N,0
andrews-kurth.com,2002,2,\N,0
andromeda.rutgers.edu,2001,\N,15,0
anet.ne.jp,2001,\N,1,0
anet.ne.jp,2002,\N,1,0
angelfire.com,2001,\N,1,0
angus-group.com,2000,3,\N,0
angus-group.com,2001,3,\N,0
anheuser-busch.com,2001,2,\N,0
anico.com,2001,1,\N,0
anico.com,2002,2,\N,0
animail.net,2002,\N,2,0
ankllp.com,2000,4,\N,0
anntaylor.com,2004,\N,1,0
anntaylor.ed10.net,2001,\N,2,0
anpower.com,2001,\N,1,0
anser.org,2001,1,\N,0
anthonysylvan.com,2001,2,\N,0
anz.com,2001,7,\N,0
aoc-aes.com,2001,\N,1,0
aol.com,1979,3,\N,0
aol.com,1986,\N,2,0
aol.com,1998,8,\N,0
aol.yahoo.com,2001,\N,1,0
aoncons.com,2001,\N,4,0
aopa.org,2001,\N,5,0
aopl.org,2001,\N,6,0
ap.org,2001,15,\N,0
apartmenttrends.com,2001,1,\N,0
apbenerg.com,2000,4,\N,0
apbenergy.com,2002,\N,29,0
apc.com,2000,2,\N,0
apci.com,2001,4,\N,0
apci.com,2002,\N,1,0
apcoassoc.com,2000,2,\N,0
aperc.ieej.or.jp,2000,\N,11,0
aperia.com,2002,\N,1,0
apexmail.com,2001,\N,2,0
apexprop.com,2001,\N,1,0
api.org,1999,6,\N,0
api.org,2000,6,\N,0
apiweb.com,2001,2,\N,0
apk.net,2002,\N,1,0
aplf.org,2001,\N,13,0
apmrecruiting.com,2002,\N,1,0
appa.org,2001,5,\N,0
appl.ge.com,2000,2,\N,0
applenews.lists.apple.com,2001,\N,3,0
aprimo.com,2001,\N,6,0
apsc.com,2000,2,\N,0
apses.com,2000,2,\N,0
aptimus.com,2002,\N,5,0
apx.com,2000,2,\N,0
aqmd.gov,2002,\N,1,0
aqua.org,2002,\N,1,0
aquaticandwetland.com,2002,\N,1,0
arabia.com,2001,\N,6,0
aramark.com,2001,2,\N,0
arb.ca.gov,2000,2,\N,0
arb.ca.gov,2001,\N,15,0
arcadeequipmentwarehouse.com,2001,\N,2,0
arches.uga.edu,2002,\N,1,0
ardorny.com,2001,1,\N,0
areatrading.it,2001,\N,1,0
arenaenergy.com,2001,1,\N,0
arentfox.com,2001,4,\N,0
arentfox.com,2002,\N,1,0
argentgroupltd.com,2002,\N,1,0
argentinc.com,1999,\N,3,0
argentinc.com,2000,\N,8,0
arifa.com,2000,3,\N,0
arm-ltd.com,2001,4,\N,0
arn.net,2000,14,\N,0
arn.net,2001,3,\N,0
arpartners.com,1999,\N,2,0
ars.aon.com,1979,1,\N,0
ars.aon.com,2001,8,\N,0
artbyte.com,2001,2,\N,0
artcenter.edu,2002,\N,1,0
arthurandersen.com,2000,12,\N,0
arthurandersen.com,2001,5,\N,0
arthuranderson.com,2001,20,\N,0
arthuranderson.com,2002,2,\N,0
artic.net,2001,\N,1,0
artistdirect.com,2002,\N,1,0
artnet.com,2001,\N,1,0
arts.usf.edu,2002,\N,1,0
artschroeder.com,2000,\N,3,0
artschroeder.com,2001,3,\N,0
as-coa.org,1999,6,\N,0
as-coa.org,2000,\N,31,0
as-coa.org,2001,\N,10,0
as-coa.org,2002,\N,1,0
as.arizona.edu,2002,\N,1,0
as.ge.com,2000,4,\N,0
ase.org,2002,\N,1,0
asean-mail.com,2001,\N,1,0
asherconsulting.com,2001,4,\N,0
ashford.m0.net,2001,\N,5,0
ashfordumc.org,2001,3,\N,0
ashland.com,2001,1,\N,0
asia.com,2001,4,\N,0
asiasoc.org,2000,7,\N,0
asme.org,2001,\N,2,0
aspeninstitute.org,2000,6,\N,0
aspeninstitute.org,2001,\N,1,0
aspentech.com,2002,\N,1,0
assetms.com,2001,1,\N,0
assurednyc.com,1999,2,\N,0
atg.com,2002,\N,1,0
athena.bus.utexas.edu,2001,3,\N,0
athens.net,2001,\N,1,0
atkinsnews.com,2002,\N,1,0
atlascapitalservices.com,2001,\N,2,0
atmarkets.org,2001,\N,1,0
atoga.com,2001,5,\N,0
atosorigin.com,2001,\N,1,0
atozasia.com,2001,\N,1,0
att.com,2000,4,\N,0
att.com,2002,\N,1,0
att.net,1999,\N,6,0
att.worldnet.net,2001,8,\N,0
attbroadband.com,2002,\N,1,0
attcanada.net,2001,\N,3,0
attglobal.net,2002,\N,20,0
attorneysed.com,2001,\N,6,0
au.ru,2001,\N,3,0
auburn.edu,2002,\N,1,0
audi.com,2001,\N,1,0
audio-n-more.com,2001,4,\N,0
audioc.com,2001,\N,2,0
audioc.com,2002,\N,1,0
audionmore.com,2001,6,\N,0
augusthome.com,2000,\N,3,0
aui.fr,2001,\N,1,0
aullcrom.com,1999,2,\N,0
aumc.org,2001,1,\N,0
auroa-gas.com,2000,2,\N,0
aurora-gas.com,2000,12,\N,0
aurora-gas.com,2001,2,\N,0
austin.rr.com,1999,\N,2,0
austin.rr.com,2002,\N,4,0
austinenergy.com,2000,2,\N,0
austingrp.com,2002,\N,2,0
austinrr.com,2000,1,\N,0
austinrr.com,2001,1,\N,0
austintx.com,1979,1,\N,0
austinventures.com,2000,7,\N,0
auto.eloan.com,2002,\N,1,0
autobytel.com,2000,\N,2,0
autobytel.com,2004,\N,6,0
autodesk.com,2002,\N,1,0
autokrafters.com,2001,\N,5,0
autonationsale.com,2001,\N,1,0
autorelister.com,2000,\N,6,0
autorita.energia.it,2001,1,\N,0
autotoolbox.net,2001,\N,2,0
auxsable.com,2001,\N,1,0
availant.com,2001,3,\N,0
avalonwine.com,2001,\N,2,0
avalonwine.com,2002,\N,6,0
avant-news.com,2001,\N,1,0
avant-news.com,2002,\N,1,0
avatartechnology.com,2001,\N,2,0
avaya.com,2000,6,\N,0
avaya.com,2001,\N,2,0
avcan.com,2001,\N,1,0
avistacorp.com,2000,4,\N,0
avistaenergy.com,2002,\N,5,0
avistar.com,2001,\N,1,0
avistautilities.com,2001,1,\N,0
awea.org,2000,12,\N,0
axa-pacific.ca,2001,\N,1,0
axe.humboldt.edu,2002,\N,1,0
axisdental.com,2001,2,\N,0
axl.ca,2001,\N,1,0
aya.yale.edu,2002,\N,1,0
ayco.com,2001,\N,1,0
ayup.limey.net,2002,\N,1,0
azahner.com,2002,\N,1,0
azcommerce.com,2001,1,\N,0
azurix.com,1979,2,\N,0
azurix.com.br,2000,16,\N,0
azurixbasa.com.ar,2001,1,\N,0
babuart.com,2000,2,\N,0
babybedding.com,2001,4,\N,0
backweb.rsc01.com,2001,\N,1,0
baconwallace.com,2001,\N,1,0
bah.com,2001,2,\N,0
bain.com,2000,8,\N,0
baincap.com,2000,12,\N,0
bakerbotts.com,1999,10,\N,0
bakerbotts.com,2002,\N,4,0
bakercapital.com,2000,3,\N,0
bakerhughes.com,1999,6,\N,0
bakerhughes.com,2000,6,\N,0
balanceconsult.com,2002,\N,1,0
ballardspahr.com,2001,\N,2,0
ballou.com,2002,\N,1,0
banamex.com,2001,\N,6,0
bananarepublic.com,2001,\N,4,0
bananarepublic.m0.net,2000,\N,6,0
bananarepublic.m0.net,2001,\N,4,0
bancosantander.es,2000,\N,4,0
bancosantander.es,2001,\N,2,0
band-x.com,2001,\N,1,0
banet.net,2000,3,\N,0
bangaloreit.com,2000,3,\N,0
bankamerica.com,1998,16,\N,0
bankamerica.com,1999,44,\N,0
banking.senate.gov,2001,6,\N,0
bankofamerica.com,1999,10,\N,0
bankofamerica.com,2000,29,\N,0
bankone.com,2000,6,\N,0
bankone.com,2002,3,\N,0
banksinfo.com,2002,\N,1,0
banksterling.com,2000,6,\N,0
bankunited.com,2001,\N,9,0
bannerport.net,2001,\N,9,0
barbnet.com,2000,6,\N,0
barcap.com,2002,1,\N,0
barclayscapital.com,2001,\N,2,0
bargaindog.com,2001,\N,11,0
bargaindog.directabout.com,2001,\N,3,0
bargaindog.directabout.com,2002,\N,3,0
barnesandnoble.com,2000,\N,7,0
barnesandnoble.flonetwork.com,2000,\N,5,0
barra.com,1999,\N,2,0
barry.tycholiz,2001,2,\N,0
barryfriedmanltd.com,2001,1,\N,0
barter.com,2000,4,\N,0
bartlewells.com,2000,2,\N,0
bartona.com,2001,\N,2,0
barzaghistore.it,2000,2,\N,0
baselice.com,2000,\N,3,0
baselice.com,2001,\N,5,0
baseline.com,2000,11,\N,0
basf-corp.com,1999,18,\N,0
bass-associates.com,2000,\N,6,0
bassberry.com,2000,4,\N,0
basshotels.com,2001,\N,1,0
bassins.com,2001,5,\N,0
basspet.com,2002,\N,1,0
bastion.dttus.com,2000,2,\N,0
batch1.sportsrocket.com,2000,\N,3,0
baughent.com,2001,1,\N,0
baughpdx.com,2001,1,\N,0
baxter.com,2001,4,\N,0
baycorpholdings.com,2000,\N,3,0
bayer.com,1999,3,\N,0
bayh.senate.gov,2001,\N,1,0
baylessstokes.com,2001,4,\N,0
baylor.edu,1979,2,\N,0
baylor.edu,1999,\N,3,0
bayouenergy.com,2001,1,\N,0
baytank.com,2001,1,\N,0
bbh1.viamedialinq.com,2001,\N,6,0
bbh1.viamedialinq.com,2002,\N,2,0
bbvklaw.com,2001,\N,1,0
bc-arch.com,2000,6,\N,0
bc-corpmail01.bruncorp.com,2001,\N,1,0
bc.edu,2002,\N,1,0
bc.istonish.com,2002,\N,1,0
bcaresearch.com,2001,\N,1,0
bcbsma.com,2002,\N,1,0
bccb.com,2001,\N,2,0
bcck.com,2001,10,\N,0
bcentral.com,2002,\N,2,0
bchydro.bc.ca,2000,\N,2,0
bchydro.com,2001,25,\N,0
bci.it,2000,4,\N,0
bcjlaw.com,2001,\N,2,0
bcm.tmc.edu,2000,12,\N,0
bcm.tmc.udu,2001,5,\N,0
bcminc.com,2001,9,\N,0
bcpl.net,2002,\N,1,0
bcse.org,1999,6,\N,0
bcse.org,2000,6,\N,0
bctgm.org,2002,\N,1,0
bdagov.bm,2001,\N,2,0
bdbc.com,2000,2,\N,0
bdbc.com,2001,26,\N,0
bdcimail.com,2000,\N,38,0
bdcimail.com,2001,\N,56,0
bdcimail.com,2002,\N,41,0
bdo.com,2001,\N,1,0
beachheadmusic.com,2001,\N,12,0
beachrd.com,1999,\N,2,0
beacon-gas.com,2001,1,\N,0
beaconelectric.com,2000,120,\N,0
bear.con,2001,1,\N,0
bearpaw.com,2001,2,\N,0
beasys.com,2001,2,\N,0
beattylaw.com,2001,\N,4,0
bechtel.com,1999,6,\N,0
bechtel.com,2000,4,\N,0
bechtel.com,2001,\N,1,0
beckson.com,2001,\N,1,0
bediligent.com,2001,1,\N,0
beehive.com,2002,\N,1,0
beermatsoftware.com,2000,\N,3,0
bek.com,2000,9,\N,0
belangersauve.com,2000,6,\N,0
belcooilgas.com,2001,\N,3,0
bellae.com,2001,\N,1,0
bellatlantic.net,2002,\N,2,0
bellhelicopter.textron.com,2000,6,\N,0
bellsouth.net,1999,4,\N,0
belointeractive.com,2001,\N,3,0
bemybabey.com,2001,\N,1,0
ben.bechtel.com,2001,7,\N,0
benchmarkmanagement.com,2001,1,\N,0
bender.com,2002,\N,1,0
bendnet.com,2001,2,\N,0
bennettjones.ca,2001,\N,2,0
bennettjones.ca,2002,2,\N,0
bepc.com,2000,\N,3,0
bergenaction.net,2002,\N,1,0
berlex.com,2002,\N,1,0
bernabe.it,2000,\N,3,0
bestbonus.net,2001,\N,1,0
bestfares.com,2000,\N,51,0
bestfares.com,2001,\N,76,0
bestfares.com,2002,\N,16,0
bestweb.net,2000,3,\N,0
bestweb.net,2001,2,\N,0
bestwestern-onthebeach.com,2000,4,\N,0
betanything.com,2001,\N,6,0
betaresearch.com,2002,\N,2,0
betdelmarsports.com,2001,\N,1,0
bethyeshurun.org,2001,1,\N,0
betquick.com,2001,\N,1,0
betzcompanies.com,2000,\N,3,0
betzdearborn.com,2000,9,\N,0
bevcomm.net,2000,59,\N,0
bflassociates.com,2000,9,\N,0
bfusa.com,2000,3,\N,0
bga.com,2000,\N,3,0
bgclubs-houston.org,2000,3,\N,0
bgehome.com,2001,2,\N,0
bgep.co.uk,1999,12,\N,0
bgfoot.com,2002,1,\N,0
bhld.com,2000,38,\N,0
bhld.com,2001,15,\N,0
bhlp.com,2000,6,\N,0
bhlp.com,2001,35,\N,0
bhlp.com,2002,2,\N,0
bhp.com,2000,\N,3,0
bhp.com.au,2000,3,\N,0
bhp.com.au,2001,4,\N,0
bhpbilliton.com,2001,2,\N,0
bhs.co.uk,2001,\N,1,0
bidjetcharter.com,2000,8,\N,0
biehlco.com,2001,1,\N,0
biehlco.com,2002,2,\N,0
biggiemsn.com,2002,\N,1,0
biggieyahoo.ca,2001,\N,1,0
biggieyahoo.ca,2002,\N,1,0
biggieyahoo.co.uk,2002,\N,1,0
bigplanet.com,1999,3,\N,0
bigplanet.com,2001,192,\N,0
bigplant.com,2001,2,\N,0
bigwinsports.com,2000,\N,3,0
bigwords.com,2000,8,\N,0
bikerider.com,2001,3,\N,0
billmanager.accountonline.com,2001,\N,3,0
bindview.com,2000,4,\N,0
bindview.com,2001,1,\N,0
bingham.com,2000,\N,3,0
binswanger.com,2000,\N,3,0
binswanger.com,2001,\N,2,0
biosgroup.com,2001,\N,1,0
biostat.ku.dk,2002,\N,1,0
bipac.org,2001,4,\N,0
bipc.com,2000,\N,8,0
birdieon18winsit.com,2001,\N,1,0
bisys.com,2001,1,\N,0
bisys.com,2002,5,\N,0
bitner.com,2001,6,\N,0
bitstream.net,2002,\N,2,0
bitstreet.com,2001,3,\N,0
bizserve.com,1999,\N,3,0
bizsites.com,2001,\N,1,0
bjservices.com,2000,5,\N,0
bjservices.com,2001,1,\N,0
bkollp.com,1979,1,\N,0
bkollp.com,2000,2,\N,0
bkollp.com,2001,1,\N,0
bl.bluemountainarts.com,2002,\N,2,0
bl.egreetings.com,2002,\N,1,0
blackhillscorp.com,2001,\N,1,0
blackvoices.com,2000,\N,3,0
blackvoices.com,2001,1,\N,0
blairpc.com,2001,3,\N,0
blakes.ca,2000,18,\N,0
blanco.com.br,2002,\N,1,0
blankrome.com,2000,2,\N,0
blast.com,2001,\N,4,0
blazesoft.com,2001,\N,1,0
blgcanada.com,2000,\N,2,0
blockbuster.com,2001,\N,5,0
bluegate.com,2000,\N,3,0
bluemail.dk,2001,\N,1,0
bluemail.dk,2002,\N,1,0
bluemountain.com,2000,\N,2,0
bluemountain.com,2001,\N,9,0
blueshieldca.com,2002,\N,1,0
blueworldtravel.com,2002,\N,1,0
blueyonder.co.uk,2001,\N,1,0
bm.com,2000,8,\N,0
bmc.com,1999,2,\N,0
bmg.bsch.es,2001,\N,5,0
bmo.com,2000,6,\N,0
bmoh.com,1999,6,\N,0
bmoh.com,2000,6,\N,0
bmonesbittburns.com,2000,\N,2,0
bmwna.rgc2.net,2002,\N,1,0
bn.com,2001,\N,1,0
bnpparibas.com,2002,\N,2,0
bnsf.com,2001,\N,3,0
boardermail.com,2002,\N,1,0
boeing.com,2001,5,\N,0
bofasecurities.com,2000,\N,3,0
boing.email-publisher.com,2001,\N,10,0
bol.net.in,2000,\N,6,0
boldfish2.snowball.com,2001,\N,3,0
boldfish2.snowball.com,2002,\N,1,0
boldwaterlp.com,2001,\N,4,0
bolt.com,2002,\N,1,0
bomchil.com.ar,2001,\N,2,0
bonzi.com,2002,\N,1,0
bookcloseouts.com,2002,\N,1,0
booth-law.com,2000,6,\N,0
bootsnall.net,2000,4,\N,0
borders.m0.net,2001,\N,3,0
borrowmanbaker.com,2001,\N,1,0
borrowmanbaker.com,2002,\N,3,0
boshra.com,2002,\N,1,0
boston-engineering.com,2002,\N,2,0
bosworthco.com,2001,3,\N,0
boulderwest.com,2002,\N,1,0
bouncedmail.vertical.net,2000,\N,10,0
bounces.amazon.com,2000,\N,3,0
bowdoin.edu,2002,\N,1,0
bowlaw.com,2001,6,\N,0
bowne.com,2002,2,\N,0
bowstreet.com,2000,3,\N,0
boxerproperty.com,2001,3,\N,0
bozano.com.br,2001,1,\N,0
bp-inc.net,2001,\N,1,0
bp.com,1979,1,\N,0
bp.com,1999,12,\N,0
bp.com,2000,22,\N,0
bpa.gov,2000,6,\N,0
br-inc.om,2000,2,\N,0
bracepat.com,1999,6,\N,0
bracepat.com,2000,2,\N,0
bracepat.com,2001,2,\N,0
bracepatt.com,2002,1,\N,0
bradfordcompany.com,2000,\N,3,0
bradfordcompany.com,2001,\N,11,0
bradstoneequity.com,2002,6,\N,0
brain2002.com,2002,\N,9,0
brant-allen.com,2000,2,\N,0
