Company,RelationshipQuotient
universalcard.m0.net,0
universalclass.com,0
university-health-sys.com,0
universitytools.com,0
unm.edu,0
unocal.com,0
unplace.com,0
untappedmarkets.com,0
abbyy.ru,0
uol.com.br,0
uol.com.co,0
uol.com.ve,0
up-mag.com,0
update.cio.com,0
update.quicken.com,0
uppercase.xerox.com,0
ups.com,0
ups.edu,0
upstream.nhst.no,0
upstreamenergy.com,0
urc.state.in.us,0
urmgroup.com,0
urscorp.com,0
ursusbooks.com,0
abbpge.com,0
abag.ca.gov,0
us.artemisintl.com,0
abacustech.net,0
us.arthuranderson.com,0
aba.com,0
aandellp.com,0
us.coopers.com,0
aacz.ch,0
us.inter.net,0
us.oracle.com,0
a5.amateurgirlsempire.com,0
us.socgen.com,0
usa.com,0
a2000.cl,0
a2.mediatrec.com,0
a1f3-tr1.4at3.net,0
usa.redcross.org,0
usaa.com,0
usafa.af.mil,0
usairways.com,0
usanetaccess.net,0
usasean.org,0
usatoday.com,0
usbr.gov,0
usbw.com,0
usbx.com,0
usc.edu,0
a1.mediatrec.com,0
uscib-dc.org,0
uscsi.org,0
usdoj.com,0
usea.org,0
usenergyservices.com,0
usenix.org,0
usgt.com,0
usitc.gov,0
usmcoc.org,0
usnr.com,0
usoga.org,0
uspwcglobal.com,0
uss.com,0
ussoccer.org,0
ust.hk,0
ustcs.com,0
ustr.gov,0
ustrust.com,0
usu.edu,0
uswest.com,0
a-klaws.com,0
uswestmail.net,0
uswst.com,0
utarget.sparklist.com,0
a-job.dk,0
utilacorp.com,0
utiliacorp.com,0
8848.net,0
utilisenergy.com,0
800.com,0
800-flowers.net,0
utsouthwestern.edu,0
utsystem.edu,0
uuinc2smtp1.flonetwork.com,0
uwaterloo.c,0
uwaterloo.ca,0
uwnyc.com,0
uwnyc.org,0
uwwvax.uww.edu,0
uwyo.edu,0
ux.netcom.com,0
uxmym1.iimas.unam.mx,0
v-workshops.com,0
v10.starmediahouse.com,0
7emails.cc,0
valudesk.com,0
value.net,0
valuescience.com,0
vampiress.zzn.com,0
77002.com,0
vandergriffgroup.com,0
vangend.demon.nl,0
vanguardventures.com,0
vapower.com,0
varsitychrysler.com,0
vaultcapital.com,0
vbllc.com,0
6figurejobs.com,0
vdn.com,0
vegasinsider.com,0
6access.com,0
velocity2.com,0
velocityexp.com,0
ventaso.com,0
venturestrategy.com,0
venturewire.com,0
venturing.net,0
vergenet.com,0
vericom.ca,0
veritas.com,0
veritasdgc.com,0
verizon.com,0
50cc-motorcycles.com,0
verizonmail.com,0
4vendor.net,0
vernerbrumley.com,0
versata.com,0
verso.com,0
vertcoms.com,0
4tsmms1.skadden.com,0
verticalnet.com,0
vestec.com,0
viafone.com,0
viant.com,0
viatel.com,0
vicr.com,0
victoriassecret.com,0
vidigo.com,0
villanova.edu,0
vindigo.com,0
vintagetul.com,0
vipnet.it,0
virginia.edu,0
virtual-workshops.com,0
virtualmedicalgroup.com,0
virtumundo.com,0
41club.redcarnationhotels.com,0
visionquestinc.com,0
visionquestphotography.com,0
vistacreek.com,0
vistacreerk.com,0
visto.com,0
visuallink.com,0
visus.jnj.com,0
vitra.com,0
vitria.com,0
vivance.com,0
371.net,0
vmac.com,0
37.com,0
vocations.ch,0
votenet.com,0
vpetrov.com,0
vremail.com,0
vsnl.com,0
vssp.com,0
vynpc.com,0
vyvos.com,0
w-technologies.com,0
wadsack-allen.com,0
wafs.com,0
waika9.com,0
waldenbooks.m0.net,0
walgreens.com,0
walkerinfo.com,0
wallace.com,0
wallacegarcia.com,0
wallstreet.com,0
wallstreetcity.com,0
walterbresert.com,0
walterbressert.com,0
waltersandwolf.com,0
waltonemc.com,0
wam.umd.edu,0
wamx.com,0
wanadoo.fr,0
wapa.com,0
warrantygold.com,0
warrenelectric.com,0
washingtonpost.com,0
washpost.com,0
water.ca.gov,0
waterdesk.com,0
waterfall.mgmmirage.net,0
watervallery.net,0
watsonmoving.com,0
2way.net,0
watts-heard.com,0
way-wired.com,0
wayeng.com,0
wayholding.com,0
wayne-dalton.com,0
wayne.edu,0
waynedirect.com,0
wba-law.com,0
wbresearch.com,0
wcc.net,0
wcenviro.com,0
wcgf.com,0
wcitx.com,0
wcnet.com,0
2die4.com,0
wcp.twc.com,0
wd10.com,0
wd11.com,0
wdico.com,0
wdr.com,0
weatherbug.com,0
weaveincorp.org,0
web.de,0
web.net,0
webaccess.net,0
webdesin.com,0
webex.com,0
webinfo.fi,0
webmail.co.yu,0
webmail.fp.edu,0
webmail.wineenthusiast.net,0
webmasterdirect.org,0
webmethods.com,0
webnexus.com,0
webnology.com,0
webonsite.net,0
websystems.com,0
webtraffictuv.flotherm.co.uk,0
2advanced.com,0
webvangroup.com,0
webweekends.co.uk,0
wecoaerospace.com,0
wecon.com,0
wedgegroup.com,0
weedmail.com,0
weeklystandard.com,0
weeksco.com,0
281.com,0
wei.com,0
wei.org,0
263.net,0
weingarten.com,0
welcome.verticalnet.com,0
wellsfargo.m0.net,0
wellsstjohn.com,0
wemed.com,0
wenet.net,0
werple.net.au,0
wesc.org,0
wesnet.com,0
24x7recruiting.com,0
west.zomax.com,0
westchase.dst.tx.us,0
westcoal.org,0
24horas.com,0
westernhubs.com,0
westernseminary.edu,0
westinghouse.com,0
westlb.co.uk,0
westlb.com,0
westlb.com.br,0
westmorelandhall.com,0
westport.msmail.aigfpc.com,0
westsidelexus.com,0
westvaco.com,0
weta.com,0
wetmore-printing.com,0
wexford.com,0
24h.co.jp,0
wfubmc.edu,0
wgp.twc.com,0
24bom.com,0
whc.net,0
whes.com,0
whg.com,0
whidbey.com,0
whistlergroup.com,0
whitecase.com,0
whiteflowerfarm.com,0
whitelight.com,0
whitepajama.com,0
who.eop.gov,0
whplaw.com,0
whrarchitects.com,0
whytecliff.com,0
wickedcoolstuff.com,0
wildeconst.com,0
wildmail.com,0
wildoats.com,0
wilink.acc0.com,0
wilink.com,0
wilkandassociates.com,0
willcap.com,0
21stcentury.net,0
williamsbailey.com,0
williamsenergy.com,0
willims.com,0
willis.com,0
wilmer.com,0
wilmingtontrust.com,0
wilsonfg.com,0
win2000.com,0
wincom.net,0
windsorfoods.com,0
wine.m0.net,0
winebid.com,0
winecommune.com,0
wineenthusiast.net,0
wineisit.com,0
winelibrary.com,0
winfirst.com,0
wingra.fammed.wisc.edu,0
winstarmail.com,0
2001victory.com,0
wiredweb.com,0
wireweb.net,0
wiseshops.com,0
witheveryidlehour.com,0
witty.com,0
wizard.net,0
wlu.ca,0
1travel.com,0
wmanngkr.com,0
wn.com,0
wolf.co.net,0
wollamgardens.com,0
1stgmc.net,0
womeninit.net,0
woodwardmarketing.com,0
wordsmith.org,0
workingsol.com,0
workline.com,0
worldatamail.com,0
worldbank.org,0
worldcupadvisor.com,0
worldemail.com,0
worldmailer.com,0
worldnet.att.com,0
1stconnect.com,0
worldpath.net,0
worldwidetraders.com,0
worldwrapps.com,0
worthingtonindustries.com,0
wpi.edu,0
wpo.org,0
wpp.com,0
wptf.org,0
wpuda.org,0
wr.com,0
wrc.avis.com,0
wrf.com,0
wri.org,0
wright.edu,0
188.net,0
writeme.com,0
wrw.com,0
wscc.com,0
wsex.com,0
wsg.com,0
wsgc.com,0
wsgr.com,0
1800flowers.flonetwork.com,0
wslc.org,0
wspp.org,0
wsrn.com,0
wstribes.org,0
wsx.wsex.com,0
1800flowers.com,0
wtn.net,0
wulfe.com,0
wunderlichsecurities.com,0
wundernet.com,0
wutc.wa.gov,0
wwc.com,0
www.brook.edu,0
www.brookings.org,0
www.conet.com.mx,0
www.hallmark.com,0
www.utexas.edu,0
www0.humornetwork.com,0
www4.imakenews.com,0
1800contacts.com,0
x-cavate.com,0
xatcwingi.ok.ru,0
xcert.com,0
xchange.customer-email.com,0
xdrive.0mm.com,0
180096hotel.com,0
xenel.com,0
xerographicsystems.com,0
xf6.so-net.ne.jp,0
xign.com,0
xlreamerica.xlcapital,0
170systems.com,0
xtdl.com,0
xtoenergy.com,0
xtra.co.nz,0
y2kenergy.net,0
16visions.com,0
yahoo.ca,0
yahoo.cm,0
yahoo.co.in,0
yahoo.co.jp,0
yahoo.co.uk,0
163.net,0
yahoo.com.tw,0
yahoo.es,0
1411west.com,0
yaoo.com,0
yardeni.com,0
yazoopsc.org,0
yes1.asapmailinfo.com,0
ym1.net,0
ymca-portland.org,0
ymcahouston.org,0
yorkton.com,0
yorku.ca,0
yoshida.com,0
you.makeinformedchoices.com,0
youremail.co.uk,0
yourinter.net,0
yourinterest.roi1.net,0
yourwap.com,0
ypoforumdiagnosticsurvey.com,0
ytcnm.com,0
yucca.net,0
yuhan.co.kr,0
yukosjtchh.yahoo.com,0
ywiylkrgwg.yahoo.com,0
z2c.net,0
za.hsbcib.com,0
zaconta.com,0
zahav.net.il,0
1400smith.com,0
zairmail.com,0
zanotta.it,0
zanybrainy.com,0
zapmedia.com,0
zapworld.com,0
zbold.zing.com,0
zdemail.zdlists.com,0
zdnetmail.com,0
123jump.com,0
ze.com,0
zembu.com,0
zenax.com,0
zepower.com,0
zesco.co.zm,0
123india.com,0
10kwizard.com,0
ziagroup.com,0
zianet.com,0
ziffdavis.com,0
1.maildb.egreetings.com,0
zilkha.com,0
zilliant.com,0
zing.com,0
1.americanexpress.com,0
zipmail.com,0
zoo.ufl.edu,0
zoo.uvm.edu,0
brazosport.cc.tx.us,0
brcepat.com,0
brecoholdings.com,0
breitburn.com,0
brennanshouston.com,0
mayo.edu,0
